Date, Type, Company, Symbol, Firm, Rating, Price_str, Price_int, Actual, Percent_Diff
12-Jun-2012,Coverage Resumed,First Cash,FCFS,JMP Securities,Mkt Outperform,$45,45,56.51,25.5778
12-Jun-2012,Coverage Resumed,DFC Global,DLLR,JMP Securities,Mkt Outperform,$24,24,15.5,-35.4167
12-Jun-2012,Coverage Reit/Price Tgt Changed*,VeriFone,PAY,Deutsche Bank,Sell,$40 &#187; $30,30,16.17,-46.1
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Texas Instruments,TXN,UBS,Neutral,$35 &#187; $30,30,34.05,13.5
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Chesapeake Energy,CHK,Canaccord Genuity,Buy,$26 &#187; $28,28,20.85,-25.5357
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Apple,AAPL,Canaccord Genuity,Buy,$775 &#187; $800,800,424.32,-46.96
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Toll Brothers,TOL,Compass Point,Neutral,$22 &#187; $24.50,24.50,31.75,29.5918
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Centene,CNC,Oppenheimer,Outperform,$53 &#187; $44,44,49.34,12.1364
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Susser,SUSS,The Benchmark Company,Buy,$33 &#187; $38,38,47.33,24.5526
12-Jun-2012,Coverage Reit/Price Tgt Changed*,Majesco Entertainment,COOL,Ascendiant Capital Markets,Buy,$3.50 &#187; $3,3,0.59,-80.3333
12-Jun-2012,Coverage Reit/Price Tgt Changed*,MSC Industrial,MSM,Wunderlich,Buy,$82 &#187; $78,78,77.85,-0.19231
11-Jun-2012,Upgrades,NVIDIA,NVDA,UBS,Neutral &#187; Buy,$15.50,15.50,14.02,-9.5484
11-Jun-2012,Upgrades,Team,TISI,KeyBanc Capital Mkts,Hold &#187; Buy,$36,36,36.49,1.3611
11-Jun-2012,Upgrades,Iron Mountain,IRM,Stifel,Hold &#187; Buy,$42,42,28.34,-32.5238
11-Jun-2012,Upgrades,Gulfport Energy,GPOR,Stifel,Hold &#187; Buy,$25,25,48.9,95.6
11-Jun-2012,Upgrades,Comstock,CRK,Stifel,Hold &#187; Buy,$19,19,16.65,-12.3684
11-Jun-2012,Upgrades,Atlas Air Worldwide,AAWW,Cowen,Hold &#187; Buy,$57,57,45.88,-19.5088
11-Jun-2012,Upgrades,NetApp,NTAP,Cantor Fitzgerald,Hold &#187; Buy,$36 &#187; $38,38,37.74,-0.68421
11-Jun-2012,Upgrades,EMC,EMC,Cantor Fitzgerald,Hold &#187; Buy,$31 &#187; $30,30,24.38,-18.7333
11-Jun-2012,Downgrades,Centene,CNC,Cantor Fitzgerald,Buy &#187; Hold,$46 &#187; $29,29,49.55,70.8621
11-Jun-2012,Downgrades,IntegraMed,INMD,Dougherty &amp; Company,Neutral &#187; Sell,$15.50 &#187; $14.05,14.05,,0.0
11-Jun-2012,Downgrades,Walt Disney,DIS,Caris &amp; Company,Buy &#187; Above Average,$52,52,63.02,21.1923
11-Jun-2012,Downgrades,AK Steel,AKS,Cowen,Buy &#187; Hold,,,3.4,0.0
11-Jun-2012,Coverage Initiated,Pacific Coast Oil Trust,ROYT,Robert W. Baird,Outperform,$20,20,16.88,-15.6
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Questcor Pharma,QCOR,Ladenburg Thalmann,Buy,$50 &#187; $55,55,41.47,-24.6
11-Jun-2012,Coverage Reit/Price Tgt Changed*,C&amp;J Energy,CJES,Cowen,Buy,$28 &#187; $31,31,18.91,-39
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Riverbed Technology,RVBD,UBS,Neutral,$23 &#187; $18,18,15.68,-12.8889
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Fastenal,FAST,Wunderlich,Buy,$51 &#187; $48,48,47.71,-0.60417
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Anixter,AXE,Wunderlich,Buy,$74 &#187; $69,69,72.8,5.5072
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Wesco,WCC,Wunderlich,Hold,$64 &#187; $61,61,71.01,16.4098
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Applied Industrial,AIT,Wunderlich,Buy,$43 &#187; $40,40,47.12,17.8
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Amylin Pharma,AMLN,MKM Partners,Neutral,$22 &#187; $29,29,,0.0
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Owens Corning,OC,Longbow,Buy,$43 &#187; $39,39,41.52,6.4615
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Monster Beverage,MNST,Stifel,Buy,$80 &#187; $83,83,61.37,-26.0602
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Polycom,PLCM,Mizuho,Neutral,$14 &#187; $12,12,11.08,-7.6667
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Resolute Energy,REN,FBR Capital,Outperform,$14 &#187; $10,10,8.04,-19.6
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Rosetta Resources,ROSE,FBR Capital,Mkt Perform,$45 &#187; $39,39,45.41,16.4359
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Cimarex,XEC,FBR Capital,Mkt Perform,$60 &#187; $57,57,72.3,26.8421
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Range Resources,RRC,FBR Capital,Mkt Perform,$60 &#187; $57,57,74.6,30.8772
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Pioneer Natural Resources,PXD,FBR Capital,Outperform,$140 &#187; $125,125,143.1,14.48
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Noble Energy,NBL,FBR Capital,Mkt Perform,$105 &#187; $100,100,57.39,-42.61
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Newfield Expl,NFX,FBR Capital,Outperform,$45 &#187; $35,35,22.78,-34.9143
11-Jun-2012,Coverage Reit/Price Tgt Changed*,EOG Resources,EOG,FBR Capital,Outperform,$125 &#187; $140,140,128.66,-8.1
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Anadarko Petro,APC,FBR Capital,Mkt Perform,$100 &#187; $90,90,85.85,-4.6111
11-Jun-2012,Coverage Reit/Price Tgt Changed*,Riverbed Technology,RVBD,FBR Capital,Outperform,$33 &#187; $27,27,15.68,-41.9259
08-Jun-2012,Upgrades,Tempur Sealy Int'l,TPX,Hilliard Lyons,Long-term Buy &#187; Buy,$70 &#187; $35,35,,0.0
08-Jun-2012,Upgrades,W.W. Grainger,GWW,UBS,Neutral &#187; Buy,$225 &#187; $225,225,,0.0
08-Jun-2012,Upgrades,SunTrust Banks,STI,Argus,Hold &#187; Buy,$30,30,,0.0
08-Jun-2012,Upgrades,Monolithic Power,MPWR,Stifel,Hold &#187; Buy,$25,25,,0.0
08-Jun-2012,Upgrades,Praxair,PX,Robert W. Baird,Neutral &#187; Outperform,$124,124,,0.0
08-Jun-2012,Downgrades,NetApp,NTAP,Barclays,Overweight &#187; Equal Weight,$35 &#187; $34,34,,0.0
08-Jun-2012,Downgrades,Air Products,APD,Robert W. Baird,Outperform &#187; Neutral,$95,95,,0.0
08-Jun-2012,Coverage Initiated,Techne,TECH,William Blair,Mkt Perform,,,,0.0
08-Jun-2012,Coverage Initiated,Ceres,CERE,Barclays,Overweight,$18,18,,0.0
08-Jun-2012,Coverage Initiated,QR Energy LP,QRE,Global Hunter Securities,Buy,$21,21,,0.0
08-Jun-2012,Coverage Initiated,Medallion Fincl,TAXI,Stifel,Hold,,,,0.0
08-Jun-2012,Coverage Initiated,Heska Corp,HSKA,C.K. Cooper,Buy,$20,20,,0.0
08-Jun-2012,Coverage Initiated,EMCOR Group,EME,Imperial Capital,In-line,$30,30,,0.0
08-Jun-2012,Coverage Initiated,Neonode,NEON,Cantor Fitzgerald,Buy,$9,9,,0.0
08-Jun-2012,Coverage Initiated,Cypress Semi,CY,Cantor Fitzgerald,Sell,$11,11,,0.0
08-Jun-2012,Coverage Initiated,Ligand Pharma,LGND,Cantor Fitzgerald,Buy,$19,19,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,US Airways,LCC,Barclays,Overweight,$12 &#187; $15,15,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,United Continental,UAL,Barclays,Equal Weight,$27 &#187; $29,29,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Spirit Airlines,SAVE,Barclays,Overweight,$29 &#187; $32,32,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Navistar,NAV,Barclays,Equal Weight,$47 &#187; $27,27,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Molina Healthcare,MOH,Barclays,Equal Weight,$21 &#187; $24,24,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Liberty Global,LBTYA,Barclays,Overweight,$56 &#187; $54,54,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Allegiant Travel,ALGT,Barclays,Overweight,$75 &#187; $80,80,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,TD Ameritrade,AMTD,UBS,Neutral,$20 &#187; $18,18,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Navistar,NAV,UBS,Buy,$47 &#187; $34,34,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,lululemon athletica,LULU,UBS,Buy,$91 &#187; $86,86,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Altera,ALTR,Canaccord Genuity,Hold,$40 &#187; $35,35,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Scripps Networks Interactive,SNI,Wunderlich,Buy,$55 &#187; $60,60,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Seattle Genetics,SGEN,Needham,Buy,$20 &#187; $25,25,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Measurement Specialties,MEAS,Needham,Buy,$36 &#187; $38,38,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Cantel Medical,CMN,Needham,Buy,$26 &#187; $28,28,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Broadsoft,BSFT,Mizuho,Buy,$54 &#187; $35,35,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,UTI Worldwide,UTIW,FBR Capital,Mkt Perform,$17.50 &#187; $16,16,,0.0
08-Jun-2012,Coverage Reit/Price Tgt Changed*,Kroger,KR,Cantor Fitzgerald,Hold,$24 &#187; $22,22,,0.0
07-Jun-2012,Upgrades,LMI Aerospace,LMIA,Deutsche Bank,Hold &#187; Buy,$24 &#187; $24,24,19.55,-18.5417
07-Jun-2012,Upgrades,Lamar Advertising,LAMR,Caris &amp; Company,Above Average &#187; Buy,$38 &#187; $38,38,43.62,14.7895
07-Jun-2012,Upgrades,SINA,SINA,Oppenheimer,Perform &#187; Outperform,$70,70,60.03,-14.2429
07-Jun-2012,Upgrades,Sagent Pharma,SGNT,Needham,Hold &#187; Buy,$25,25,18.27,-26.92
07-Jun-2012,Upgrades,PulteGroup,PHM,FBR Capital,Mkt Perform &#187; Outperform,$10 &#187; $11,11,20.88,89.8182
07-Jun-2012,Downgrades,Juniper Networks,JNPR,Needham,Buy &#187; Hold,,,19.06,0.0
07-Jun-2012,Downgrades,Analogic,ALOG,Needham,Buy &#187; Hold,$66,66,77.07,16.7727
07-Jun-2012,Coverage Initiated,Berry Petroleum,BRY,Wunderlich,Buy,$50,50,44.95,-10.1
07-Jun-2012,Coverage Initiated,Denbury Resources,DNR,Wunderlich,Buy,$18,18,18.79,4.3889
07-Jun-2012,Coverage Initiated,SandRidge Energy,SD,Wunderlich,Buy,$8,8,5.05,-36.875
07-Jun-2012,Coverage Initiated,Kodiak Oil &amp; Gas,KOG,Wunderlich,Buy,$10,10,8.84,-11.6
07-Jun-2012,Coverage Initiated,Whiting Petroleum,WLL,Wunderlich,Buy,$50,50,46.94,-6.12
07-Jun-2012,Coverage Initiated,Harvest Natural,HNR,Wunderlich,Buy,$7,7,3.5,-50
07-Jun-2012,Coverage Initiated,Chesapeake Energy,CHK,Wunderlich,Buy,$22,22,21.76,-1.0909
07-Jun-2012,Coverage Initiated,Halcon Resources,HK,Wunderlich,Buy,$12,12,5.33,-55.5833
07-Jun-2012,Coverage Initiated,Bill Barrett,BBG,Wunderlich,Hold,$21,21,22.97,9.381
07-Jun-2012,Coverage Initiated,Resolute Energy,REN,Wunderlich,Hold,$9,9,8.34,-7.3333
07-Jun-2012,Coverage Initiated,Triangle Petroleum,TPLM,Wunderlich,Buy,$8,8,6.05,-24.375
07-Jun-2012,Coverage Initiated,Continental Resources,CLR,Wunderlich,Hold,$72,72,84.59,17.4861
07-Jun-2012,Coverage Initiated,Northern Oil &amp; Gas,NOG,Wunderlich,Buy,$22,22,13.86,-37
07-Jun-2012,Coverage Initiated,F5 Networks,FFIV,Needham,Buy,$130,130,78.07,-39.9462
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Molina Healthcare,MOH,Deutsche Bank,Hold,$23 &#187; $18,18,36.79,104.3889
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Molina Healthcare,MOH,Barclays,Equal Weight,$31 &#187; $21,21,36.79,75.1905
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Halliburton,HAL,Barclays,Overweight,$58 &#187; $56,56,42.92,-23.3571
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Apache,APA,UBS,Buy,$136 &#187; $127,127,84.14,-33.748
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Annie's,BNNY,RBC Capital Mkts,Outperform,$45 &#187; $47,47,39.17,-16.6596
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Molina Healthcare,MOH,Cantor Fitzgerald,Hold,$36 &#187; $31,31,36.79,18.6774
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Edwards Lifesciences,EW,Canaccord Genuity,Buy,$93 &#187; $103,103,67.2,-34.7573
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Tempur Sealy Int'l,TPX,Stifel,Buy,$89 &#187; $30,30,44.1,47
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Seagate Tech,STX,Needham,Strong Buy,$52 &#187; $42,42,42.84,2
07-Jun-2012,Coverage Reit/Price Tgt Changed*,NVIDIA,NVDA,FBR Capital,Outperform,$20 &#187; $18,18,14.3,-20.5556
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Schlumberger,SLB,FBR Capital,Outperform,$93 &#187; $85,85,73.06,-14.0471
07-Jun-2012,Coverage Reit/Price Tgt Changed*,RPC,RES,FBR Capital,Mkt Perform,$11.50 &#187; $12.50,12.50,13.26,6.08
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Halliburton,HAL,FBR Capital,Outperform,$55 &#187; $50,50,42.92,-14.16
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Baker Hughes,BHI,FBR Capital,Mkt Perform,$50 &#187; $45,45,46.1,2.4444
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Tempur Sealy Int'l,TPX,Longbow,Buy,$77 &#187; $39,39,44.1,13.0769
07-Jun-2012,Coverage Reit/Price Tgt Changed*,Am Superconductor,AMSC,Ardour Capital,Hold,$5.50 &#187; $4,4,2.52,-37
07-Jun-2012,Coverage Reit/Price Tgt Changed*,FuelCell Energy,FCEL,Ardour Capital,Buy,$2.50 &#187; $1.75,1.75,1.48,-15.4286
06-Jun-2012,Upgrades,Northeast Utilities,NU,Deutsche Bank,Hold &#187; Buy,$36.50 &#187; $39,39,40.93,4.9487
06-Jun-2012,Upgrades,Layne Christensen,LAYN,Boenning &amp; Scattergood,Neutral &#187; Outperform,$24,24,20.05,-16.4583
06-Jun-2012,Upgrades,PolyOne,POL,Longbow,Neutral &#187; Buy,$17,17,24.56,44.4706
06-Jun-2012,Upgrades,Forest Oil,FST,Canaccord Genuity,Hold &#187; Buy,$12 &#187; $12,12,4.25,-64.5833
06-Jun-2012,Upgrades,Chesapeake Energy,CHK,Argus,Sell &#187; Hold,,,21.44,0.0
06-Jun-2012,Upgrades,Clean Energy Fuels,CLNE,Northland Capital,Market Perform &#187; Outperform,$20 &#187; $20,20,13.06,-34.7
06-Jun-2012,Upgrades,Groupon,GRPN,Stifel,Sell &#187; Hold,,,6.7,0.0
06-Jun-2012,Upgrades,Equity Lifestyle Properties,ELS,Cantor Fitzgerald,Hold &#187; Buy,$75.50,75.50,38.38,-49.1656
06-Jun-2012,Upgrades,LVMH,LVMUY,HSBC Securities,Neutral &#187; Overweight,,,34.54,0.0
06-Jun-2012,Downgrades,Tempur Sealy Int'l,TPX,KeyBanc Capital Mkts,Buy &#187; Hold,,,43.34,0.0
06-Jun-2012,Downgrades,A. Schulman,SHLM,Longbow,Neutral &#187; Sell,$16,16,27.2,70
06-Jun-2012,Downgrades,Symantec,SYMC,FBR Capital,Outperform &#187; Mkt Perform,$20 &#187; $16,16,21.44,34
06-Jun-2012,Downgrades,FirstMerit Corp,FMER,Robert W. Baird,Neutral &#187; Underperform,$15 &#187; $13,13,18.51,42.3846
06-Jun-2012,Coverage Initiated,Edgen Group,EDG,BB&amp;T Capital Mkts,Buy,$13,13,6.97,-46.3846
06-Jun-2012,Coverage Initiated,Facebook,FB,JMP Securities,Mkt Outperform,$37,37,22.97,-37.9189
06-Jun-2012,Coverage Initiated,Midway Gold,MDW,Stifel,Buy,$2,2,1.19,-40.5
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Google,GOOG,Deutsche Bank,Buy,$675 &#187; $662,662,864.64,30.6103
06-Jun-2012,Coverage Reit/Price Tgt Changed*,JPMorgan Chase,JPM,Barclays,Overweight,$57 &#187; $52,52,52.38,0.73077
06-Jun-2012,Coverage Reit/Price Tgt Changed*,United Natural Foods,UNFI,UBS,Neutral,$50 &#187; $53,53,51.83,-2.2075
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Ulta Salon,ULTA,Oppenheimer,Outperform,$100 &#187; $103,103,86.89,-15.6408
06-Jun-2012,Coverage Reit/Price Tgt Changed*,MasterCard,MA,Stifel,Buy,$510 &#187; $505,505,56.31,-88.8495
06-Jun-2012,Coverage Reit/Price Tgt Changed*,NewLink Genetics,NLNK,Cantor Fitzgerald,Buy,$15 &#187; $18,18,17.67,-1.8333
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Pep Boys,PBY,The Benchmark Company,Hold,$15 &#187; $9,9,12.35,37.2222
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Wintrust Fin,WTFC,Robert W. Baird,Neutral,$35 &#187; $31,31,37,19.3548
06-Jun-2012,Coverage Reit/Price Tgt Changed*,SY BANCORP,SYBT,Robert W. Baird,Neutral,$26 &#187; $24,24,23.67,-1.375
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Sandy Spring Banc,SASR,Robert W. Baird,Neutral,$19 &#187; $17,17,21.72,27.7647
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Pinnacle Finl,PNFP,Robert W. Baird,Neutral,$18 &#187; $16,16,25.21,57.5625
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Prosperity Bancshares,PB,Robert W. Baird,Neutral,$49 &#187; $42,42,48.81,16.2143
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Independent Bank,INDB,Robert W. Baird,Neutral,$31 &#187; $25,25,32.17,28.68
06-Jun-2012,Coverage Reit/Price Tgt Changed*,IberiaBank,IBKC,Robert W. Baird,Neutral,$50 &#187; $46,46,50.57,9.9348
06-Jun-2012,Coverage Reit/Price Tgt Changed*,First Financial,FFBC,Robert W. Baird,Neutral,$16 &#187; $14,14,14.61,4.3571
06-Jun-2012,Coverage Reit/Price Tgt Changed*,Bank of Kentucky,BKYF,Robert W. Baird,Outperform,$29 &#187; $26,26,25.59,-1.5769
06-Jun-2012,Coverage Reit/Price Tgt Changed*,First PacTrust Bancorp,BANC,Robert W. Baird,Outperform,$18 &#187; $15,15,13.03,-13.1333
06-Jun-2012,Coverage Reit/Price Tgt Changed*,United Natural Foods,UNFI,Cantor Fitzgerald,Sell,$33 &#187; $36,36,51.83,43.9722
05-Jun-2012,Upgrades,United Natural Foods,UNFI,Northland Capital,Market Perform &#187; Outperform,$42 &#187; $58,58,51.32,-11.5172
05-Jun-2012,Upgrades,Marvell,MRVL,JMP Securities,Mkt Underperform &#187; Mkt Perform,,,10.55,0.0
05-Jun-2012,Upgrades,RF Micro Device,RFMD,Avian,Neutral &#187; Positive,,,5.24,0.0
05-Jun-2012,Upgrades,Comerica,CMA,Stifel,Sell &#187; Hold,,,37.64,0.0
05-Jun-2012,Upgrades,Photronics,PLAB,Mizuho,Neutral &#187; Buy,$38 &#187; $35,35,7.76,-77.8286
05-Jun-2012,Upgrades,Piedmont,PNY,Robert W. Baird,Neutral &#187; Outperform,$30 &#187; $33,33,32.61,-1.1818
05-Jun-2012,Upgrades,Chesapeake Utilities,CPK,Robert W. Baird,Neutral &#187; Outperform,$48,48,50.93,6.1042
05-Jun-2012,Downgrades,Copart,CPRT,Barrington Research,Outperform &#187; Mkt Perform,,,34.71,0.0
05-Jun-2012,Downgrades,Navistar,NAV,Robert W. Baird,Outperform &#187; Neutral,$56 &#187; $31,31,33.25,7.2581
05-Jun-2012,Coverage Initiated,Portland Gen Elec,POR,Deutsche Bank,Buy,$27.50,27.50,29.85,8.5455
05-Jun-2012,Coverage Initiated,Team Health Holdings,TMH,Stifel,Buy,$26,26,38.34,47.4615
05-Jun-2012,Coverage Initiated,MEDNAX,MD,Stifel,Buy,$72,72,45.26,-37.1389
05-Jun-2012,Coverage Initiated,Kindred Healthcare,KND,Stifel,Hold,,,13.48,0.0
05-Jun-2012,Coverage Initiated,Healthcare Services Group,HCSG,Stifel,Hold,,,21.97,0.0
05-Jun-2012,Coverage Initiated,Uranium Energy,UEC,Cowen,Buy,$3.25,3.25,2.14,-34.1538
05-Jun-2012,Coverage Initiated,Ignite Restaurant,IRG,Robert W. Baird,Outperform,$22,22,19.03,-13.5
05-Jun-2012,Coverage Initiated,Vail Resorts,MTN,KeyBanc Capital Mkts,Buy,$60,60,62.4,4
05-Jun-2012,Coverage Resumed,Anacor Pharma,ANAC,Canaccord Genuity,Buy,$8,8,5.16,-35.5
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Allstate,ALL,Deutsche Bank,Buy,$34 &#187; $38,38,45.41,19.5
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Altera,ALTR,UBS,Buy,$42.50 &#187; $40,40,32.6,-18.5
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Atmel,ATML,Maxim Group,Buy,$11 &#187; $9,9,8.01,-11
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Intel,INTC,Maxim Group,Buy,$33 &#187; $29,29,24,-17.2414
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Brinker,EAT,Miller Tabak,Buy,$33 &#187; $38,38,38.89,2.3421
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Marketaxess,MKTX,Stifel,Buy,$42 &#187; $40,40,42.92,7.3
05-Jun-2012,Coverage Reit/Price Tgt Changed*,Lam Research,LRCX,Needham,Buy,$50 &#187; $48,48,47.28,-1.5
04-Jun-2012,Upgrades,IHS,IHS,Barclays,Equal Weight &#187; Overweight,$100 &#187; $115,115,105.8,-8
04-Jun-2012,Upgrades,Buckeye Tech,BKI,UBS,Neutral &#187; Buy,$36 &#187; $36,36,,0.0
04-Jun-2012,Upgrades,PharmAthene,PIP,Rodman &amp; Renshaw,Mkt Perform &#187; Mkt Outperform,$7,7,1.69,-75.8571
04-Jun-2012,Upgrades,Aastrom Biosciences,ASTM,WBB Securities,Speculative Buy &#187; Buy,$3,3,11.6,286.6667
04-Jun-2012,Upgrades,Boeing,BA,Stifel,Hold &#187; Buy,$80,80,98.24,22.8
04-Jun-2012,Upgrades,KAR Auction Services,KAR,Robert W. Baird,Neutral &#187; Outperform,$21,21,21.89,4.2381
04-Jun-2012,Downgrades,Regions Fincl,RF,Deutsche Bank,Buy &#187; Hold,$7.50 &#187; $6.50,6.50,8.89,36.7692
04-Jun-2012,Downgrades,Dun &amp; Bradstreet,DNB,Barclays,Overweight &#187; Equal Weight,$80 &#187; $80,80,97.49,21.8625
04-Jun-2012,Downgrades,Medtox Scientific,MTOX,Feltl &amp; Co.,Buy &#187; Hold,$21.50 &#187; $27,27,,0.0
04-Jun-2012,Downgrades,Starwood Hotels,HOT,MKM Partners,Buy &#187; Neutral,,,66.11,0.0
04-Jun-2012,Downgrades,Cascade,CASC,BB&amp;T Capital Mkts,Buy &#187; Hold,,,,0.0
04-Jun-2012,Downgrades,Huntington Banc,HBAN,FBR Capital,Mkt Perform &#187; Underperform,,,7.53,0.0
04-Jun-2012,Downgrades,BostonPrivate Fin,BPFH,FBR Capital,Mkt Perform &#187; Underperform,,,9.77,0.0
04-Jun-2012,Downgrades,Fulton Fincl,FULT,FBR Capital,Outperform &#187; Mkt Perform,,,11.19,0.0
04-Jun-2012,Downgrades,National Penn,NPBC,FBR Capital,Outperform &#187; Mkt Perform,,,9.6,0.0
04-Jun-2012,Downgrades,Wash. Federal,WAFD,FBR Capital,Outperform &#187; Mkt Perform,,,17.03,0.0
04-Jun-2012,Downgrades,Zions Bancorp,ZION,FBR Capital,Outperform &#187; Mkt Perform,,,27.04,0.0
04-Jun-2012,Downgrades,Interline Brands,IBI,Robert W. Baird,Outperform &#187; Neutral,$25,25,,0.0
04-Jun-2012,Coverage Initiated,Anthera Pharma,ANTH,Ascendiant Capital Markets,Buy,$2.50,2.50,4.64,85.6
04-Jun-2012,Coverage Initiated,Audience,ADNC,Deutsche Bank,Buy,$23,23,13.6,-40.8696
04-Jun-2012,Coverage Initiated,Western Asset Mortgage,WMC,Deutsche Bank,Buy,$21.75,21.75,15.94,-26.7126
04-Jun-2012,Coverage Initiated,WageWorks,WAGE,Needham,Buy,$15,15,28,86.6667
04-Jun-2012,Coverage Initiated,Verisk Analytics,VRSK,Barclays,Equal Weight,$50,50,58.85,17.7
04-Jun-2012,Coverage Initiated,Solera,SLH,Barclays,Equal Weight,$45,45,53.9,19.7778
04-Jun-2012,Coverage Initiated,WageWorks,WAGE,JMP Securities,Mkt Outperform,,,28,0.0
04-Jun-2012,Coverage Initiated,Transglobe Energy,TGA,RBC Capital Mkts,Sector Perform,$13,13,7.24,-44.3077
04-Jun-2012,Coverage Initiated,Firsthand Tech. Value Fund,SVVC,Ladenburg Thalmann,Buy,$22.50,22.50,19.67,-12.5778
04-Jun-2012,Coverage Initiated,Active Network,ACTV,Barrington Research,Outperform,$17,17,,0.0
04-Jun-2012,Coverage Initiated,Western Asset Mortgage,WMC,Stifel,Buy,$22,22,15.94,-27.5455
04-Jun-2012,Coverage Initiated,WageWorks,WAGE,Stifel,Buy,$15,15,28,86.6667
04-Jun-2012,Coverage Initiated,Overland Storage,OVRL,Needham,Buy,$3.25,3.25,1.13,-65.2308
04-Jun-2012,Coverage Initiated,Galena Biopharma,GALE,Cantor Fitzgerald,Buy,$4,4,2.2,-45
04-Jun-2012,Coverage Reit/Price Tgt Changed*,General Motors,GM,UBS,Buy,$32 &#187; $30,30,34.96,16.5333
04-Jun-2012,Coverage Reit/Price Tgt Changed*,Prudential,PRU,RBC Capital Mkts,Outperform,$77 &#187; $79,79,68.32,-13.519
04-Jun-2012,Coverage Reit/Price Tgt Changed*,MarkWest Energy,MWE,RBC Capital Mkts,Outperform,$65 &#187; $59,59,64.27,8.9322
04-Jun-2012,Coverage Reit/Price Tgt Changed*,Auxilium Pharma,AUXL,RBC Capital Mkts,Outperform,$26 &#187; $28,28,14.82,-47.0714
01-Jun-2012,Upgrades,TIM Participacoes,TSU,Standpoint Research,Hold &#187; Buy,$30,30,,0.0
